r_f_addr,mi_ctrline,oneway_dir,displayrou,r_t_addr,f_street,objectid,pre_dir,st_type,t_street,l_f_addr,street,l_t_addr,st_name,AREA,PERIMETER,COMAREA_,COMAREA_ID,AREA_NUMBE,COMMUNITY,SHAPE_AREA,SHAPE_LEN,length
2032,0.124928603097,,BUFFERED BIKE LANE,2000,N HOYNE AVE,394,W,ST,N DAMEN AVE,2033,ROSCOE ST,2001,ROSCOE,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,201.051259207519
0,0.125642519927,,ACCESS PATH,0,E OAK ST,86,E,,N LAKEFRONT TRAIL,0,OAK ST ACCESS (UNDERPASS),0,OAK ST ACCESS (UNDERPASS),0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,202.198869333646
0,0.054225530174,,ACCESS PATH,0,E OHIO ST,87,E,,N LAKEFRONT TRAIL,0,OHIO ST ACCESS (RAMP & TUNNEL),0,OHIO ST ACCESS (RAMP & TUNNEL),0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,87.2660645346404
630,0.5340056368,,PROTECTED BIKE LANE,200,N DESPLAINES ST,88,W,ST,N WELLS ST,631,KINZIE ST,201,KINZIE,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,413.839941614646
630,0.5340056368,,PROTECTED BIKE LANE,200,N DESPLAINES ST,88,W,ST,N WELLS ST,631,KINZIE ST,201,KINZIE,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,445.546934666618
1878,0.111126351996,,BIKE LANE,1826,W CONGRESS PKWY,89,W,AVE,W VAN BUREN ST,1879,OGDEN AVE,1827,OGDEN,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,178.83874548982
1820,0.359094933464,,SHARED-LANE,1630,W VAN BUREN ST,90,W,AVE,W MONROE ST,1831,OGDEN AVE,1631,OGDEN,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,577.901323432145
1,0.0697209328027,W,BIKE LANE,29,N STATE ST,91,E,AVE,N WABASH AVE,2,GRAND AVE,30,GRAND,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,112.203256673685
0,0.259333273548,,ACCESS PATH,0,S LAKEFRONT TRAIL,92,E,,E RANDOLPH ST,0,MILLENNIUM PARK ACCESS (STREET LEVEL),0,MILLENNIUM PARK ACCESS (STREET LEVEL),0,0,0,0,32,LOOP,46335565.4586,39428.6729962,417.349596876152
1,0.0830689517517,S,SHARED-LANE,243,W LAKE ST,93,N,ST,W WACKER DR,2,WELLS ST,242,WELLS,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,133.684587817081
4001,0.563269388099,,BIKE LANE,4365,W IRVING PARK RD,94,N,AVE,W MONTROSE AVE,4000,LINCOLN AVE,4352,LINCOLN,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,0.1612815096589
4001,0.563269388099,,BIKE LANE,4365,W IRVING PARK RD,94,N,AVE,W MONTROSE AVE,4000,LINCOLN AVE,4352,LINCOLN,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,906.324819977264
5958,0.606631232429,,BIKE LANE,5500,E 60TH ST,95,S,DR,E GARFIELD BLVD,5959,DR MARTIN LUTHER KING JR DR,5501,DR MARTIN LUTHER KING JR,0,0,0,0,40,WASHINGTON PARK,42373881.4842,28175.3160866,976.261983405745
0,0.185349729053,,OFF-STREET TRAIL,0,N SPAULDING AVE,96,W,TRAIL,N KIMBALL AVE,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,276.18241338117
0,0.185349729053,,OFF-STREET TRAIL,0,N SPAULDING AVE,96,W,TRAIL,N KIMBALL AVE,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,14,ALBANY PARK,53542230.8191,39339.0164387,22.1073867766547
2425,0.582446642356,,PROTECTED BIKE LANE,2801,W ARMITAGE AVE,97,N,AVE,N CALIFORNIA AVE,2426,MILWAUKEE AVE,2800,MILWAUKEE,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,937.349779599266
3000,0.227553158866,,SHARED-LANE,3376,W WELLINGTON AVE,108,N,AVE,N ELSTON AVE,3001,CALIFORNIA AVE,3375,CALIFORNIA,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,366.208684283195
2301,0.333568811904,,BIKE LANE,2501,N CALIFORNIA AVE,98,N,AVE,N SACRAMENTO,2300,MILWAUKEE AVE,2500,MILWAUKEE,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,536.823223785613
0,2.81351137457,,OFF-STREET TRAIL,0,W FOSTER AVE,99,W,TRAIL,W DEVON AVE,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,11,JEFFERSON PARK,64868161.6818,44011.9571704,757.339917875437
0,2.81351137457,,OFF-STREET TRAIL,0,W FOSTER AVE,99,W,TRAIL,W DEVON AVE,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,12,FOREST GLEN,89130893.6364,74493.821604,2317.48697307126
0,2.81351137457,,OFF-STREET TRAIL,0,W FOSTER AVE,99,W,TRAIL,W DEVON AVE,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,1453.07498319875
0,0.627620873662,,OFF-STREET TRAIL,0,W BELMONT AVE,100,N,TRAIL,N ROCKWELL ST,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,1010.05025234878
5058,0.502302400559,,SHARED-LANE,4700,W 51ST ST,101,S,AVE,W 47TH ST,5059,DAMEN AVE,4701,DAMEN,0,0,0,0,61,NEW CITY,134636963.254,48133.595961,808.369382048934
0,0.635504112931,,OFF-STREET TRAIL,0,S CENTRAL AVE,102,W,,S AUSTIN BLVD,0,COLUMBUS PARK PATH,0,COLUMBUS PARK PATH,0,0,0,0,25,AUSTIN,199254203.427,75226.4749167,1022.74475065804
1501,0.125788844534,,BUFFERED BIKE LANE,1559,W LE MOYNE ST,109,N,AVE,W NORTH AVE,1500,ELSTON AVE,1558,ELSTON,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,202.43525483759
0,0.124694149436,,ACCESS PATH,0,E 51ST ST,103,E,,S LAKEFRONT TRAIL,0,51ST ST ACCESS (BRIDGE),0,51ST ST ACCESS (BRIDGE),0,0,0,0,39,KENWOOD,29071741.9283,23325.1679062,200.67158858238
0,0.114220618747,,ACCESS PATH,0,E 55TH ST,104,E,,S LAKEFRONT TRAIL,0,55TH ST ACCESS (UNDERPASS),0,55TH ST ACCESS (UNDERPASS),0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,183.816357442416
0,0.255503839949,,ACCESS PATH,0,N LAKEFRONT TRAIL,105,E,,NAVY PIER,0,NAVY PIER S ACCESS (STREET LEVEL),0,NAVY PIER S ACCESS (STREET LEVEL),0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,411.186518294968
0,0.0853778695841,,ACCESS PATH,0,N LAKEFRONT TRAIL,106,E,,NAVY PIER,0,NAVY PIER N ACCESS (STREET LEVEL),0,NAVY PIER N ACCESS (STREET LEVEL),0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,137.39999602311
0,1.4089388701,,OFF-STREET TRAIL,0,W DEVON AVE,107,W,TRAIL,CITY LIMITS,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,12,FOREST GLEN,89130893.6364,74493.821604,2265.80282545755
1801,0.126429519724,,BIKE LANE,1701,S WOOD ST,764,W,ST,S PAULINA ST,1800,HARRISON ST,1700,HARRISON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,203.466500447729
3132,0.580671947145,,BUFFERED BIKE LANE,3555,W BARRY AVE,111,N,AVE,N ELSTON AVE,3131,KEDZIE AVE,3546,KEDZIE,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,934.495204383418
6358,0.93938470483,,SHARED-LANE,5630,N NARRAGANSETT AVE,112,W,AVE,N PARKSIDE AVE,6359,DIVERSEY AVE,5631,DIVERSEY,0,0,0,0,19,BELMONT CRAGIN,109099414.689,43311.707379,1511.79428666546
2149,0.0424749144208,E,BIKE LANE,2000,W PALMER ST,113,W,CT,N KEDZIE BLVD,2148,PALMER CT,2001,PALMER,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,68.3563261157881
3146,0.251789646952,E,BIKE LANE,3000,N KEDZIE AVE,114,W,BLVD,N HUMBOLDT BLVD,3145,PALMER BLVD,3001,PALMER,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,405.213539495802
1601,0.876007081548,,BIKE LANE,2238,W NORTH AVE,115,N,AVE,N MILWAUKEE AVE,1600,CALIFORNIA AVE,2237,CALIFORNIA,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,989.245803865197
1601,0.876007081548,,BIKE LANE,2238,W NORTH AVE,115,N,AVE,N MILWAUKEE AVE,1600,CALIFORNIA AVE,2237,CALIFORNIA,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,420.540702837963
2701,0.566394208126,,BIKE LANE,3127,S SAGINAW AVE,116,E,ST,S BALTIMORE AVE,2700,130TH ST,3126,130TH,0,0,0,0,55,HEGEWISCH,145965741.437,73692.3821322,911.500311841754
3201,0.266019240943,,BUFFERED BIKE LANE,3373,W BELMONT AVE,117,N,AVE,W ROSCOE ST,3200,CAMPBELL AVE,3376,CAMPBELL,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,428.113062032812
2284,0.225609785577,,BIKE LANE,2200,S CANAL ST,118,S,AVE,W CERMAK RD,2295,ARCHER AVE,2201,ARCHER,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,363.078605581918
3301,0.381060222717,,BIKE LANE,3601,W ALDINE AVE,119,N,ST,W ADDISON ST,3300,HALSTED ST,3600,HALSTED,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,613.249279528635
448,0.44949399635,,PROTECTED BIKE LANE,122,S CANAL ST,139,W,ST,S CLARK ST,449,18TH ST,123,18TH,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,313.815580347268
448,0.44949399635,,PROTECTED BIKE LANE,122,S CANAL ST,139,W,ST,S CLARK ST,449,18TH ST,123,18TH,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,0.242001698497306
448,0.44949399635,,PROTECTED BIKE LANE,122,S CANAL ST,139,W,ST,S CLARK ST,449,18TH ST,123,18TH,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,409.3224555811
7600,0.879475491167,,BIKE LANE,8300,W 76TH ST,0,S,BLVD,W 83RD ST,7601,LOOMIS BLVD,8301,LOOMIS,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,1415.3619823703
1558,1.00440759715,,BIKE LANE,800,S ASHLAND AVE,120,W,RD,S HALSTED ST,1559,ROOSEVELT RD,801,ROOSEVELT,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,1616.41821758163
2501,0.384182417027,,BIKE LANE,2739,W ST JAMES PL,121,N,ST,W DIVERSEY PKWY,2500,CLARK ST,2742,CLARK,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,0.072786829652289
2501,0.384182417027,,BIKE LANE,2739,W ST JAMES PL,121,N,ST,W DIVERSEY PKWY,2500,CLARK ST,2742,CLARK,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,618.200675147477
131,0.151168290485,E,BIKE LANE,45,N LASALLE DR,122,W,ST,N DEARBORN ST,130,ILLINOIS ST,46,ILLINOIS,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,243.278181478044
2401,0.33866208018,,BIKE LANE,2201,N WESTERN AVE,123,N,AVE,N LEAVITT ST,2400,MILWAUKEE AVE,2200,MILWAUKEE,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,464.486694278006
2401,0.33866208018,,BIKE LANE,2201,N WESTERN AVE,123,N,AVE,N LEAVITT ST,2400,MILWAUKEE AVE,2200,MILWAUKEE,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,80.532406257653
340,0.263807650219,,SHARED-LANE,100,W VAN BUREN ST,124,S,ST,W MONROE ST,339,HALSTED ST,101,HALSTED,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,424.551785148448
4801,0.137008750705,S,SHARED-LANE,4855,W LAWRENCE AVE,125,N,AVE,NORTH SHORE CHANNEL TRAIL,4800,FRANCISCO AVE,4854,FRANCISCO,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,220.492700513521
1030,0.0735021916481,E,NEIGHBORHOOD GREENWAY,1001,N KENMORE AVE,126,W,AVE,N SHERIDAN RD,1031,ARDMORE AVE,1000,ARDMORE,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,118.288920839017
0,0.555162588597,,OFF-STREET TRAIL,0,N DAMEN AVE,133,N,TRAIL,N LEAVITT ST,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,217.917386062409
0,0.555162588597,,OFF-STREET TRAIL,0,N DAMEN AVE,133,N,TRAIL,N LEAVITT ST,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,675.522091713452
1,0.267608393996,S,PROTECTED BIKE LANE,185,W MADISON ST,140,N,ST,W LAKE ST,2,DESPLAINES ST,184,DESPLAINES,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,430.668258930613
0,0.13610206153,,ACCESS PATH,0,E MARQUETTE DR,141,E,,S LAKEFRONT TRAIL,0,MARQUETTE DR ACCESS (UNDERPASS),0,MARQUETTE DR ACCESS (UNDERPASS),0,0,0,0,42,WOODLAWN,57815179.512,46936.9592443,219.030246141375
0,3.24869041258,,OFF-STREET TRAIL,0,E 100TH ST,127,S,TRAIL,S AVENUE O,0,BURNHAM GREENWAY TRAIL,0,BURNHAM GREENWAY TRAIL,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,3244.62234664056
0,3.24869041258,,OFF-STREET TRAIL,0,E 100TH ST,127,S,TRAIL,S AVENUE O,0,BURNHAM GREENWAY TRAIL,0,BURNHAM GREENWAY TRAIL,0,0,0,0,55,HEGEWISCH,145965741.437,73692.3821322,1983.49276299195
0,1.17025846683,,OFF-STREET TRAIL,0,S TORRENCE AVE,128,E,TRAIL,S AVENUE O,0,126TH ST TRAIL,0,126TH ST TRAIL,0,0,0,0,51,SOUTH DEERING,303797059.66,80389.8718002,703.792909749594
0,1.17025846683,,OFF-STREET TRAIL,0,S TORRENCE AVE,128,E,TRAIL,S AVENUE O,0,126TH ST TRAIL,0,126TH ST TRAIL,0,0,0,0,55,HEGEWISCH,145965741.437,73692.3821322,1179.50782491316
0,1.02384078604,,OFF-STREET TRAIL,0,W BRYN MAWR AVE,129,N,TRAIL,CITY LIMITS,0,VALLEY LINE TRAIL,0,VALLEY LINE TRAIL,0,0,0,0,12,FOREST GLEN,89130893.6364,74493.821604,1152.56207079791
0,1.02384078604,,OFF-STREET TRAIL,0,W BRYN MAWR AVE,129,N,TRAIL,CITY LIMITS,0,VALLEY LINE TRAIL,0,VALLEY LINE TRAIL,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,494.729885302839
0,0.0512917705923,,ACCESS PATH,0,E CHICAGO AVE ACCESS,130,E,,N LAKEFRONT TRAIL,0,CHICAGO AVE ACCESS (STAIRS & TUNNEL),0,CHICAGO AVE ACCESS (STAIRS & TUNNEL),0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,82.5447452557491
441,0.205537655022,,BIKE LANE,559,E GARFIELD BLVD,131,E,DR,E RAINEY DR,440,MORGAN DR,558,MORGAN,0,0,0,0,40,WASHINGTON PARK,42373881.4842,28175.3160866,330.775135523024
601,0.178889641893,,BIKE LANE,731,E MORGAN DR,132,E,DR,S PAYNE DR,600,RAINEY DR,730,RAINEY,0,0,0,0,40,WASHINGTON PARK,42373881.4842,28175.3160866,287.889923537891
2100,0.0625026037551,,BUFFERED BIKE LANE,2126,N HAMILTON AVE,395,W,ST,N HOYNE AVE,2101,ROSCOE ST,2127,ROSCOE,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,100.587290663247
0,0.48446048559,,OFF-STREET TRAIL,0,W LAWRENCE AVE,134,N,TRAIL,W CARMEN AVE,0,NORTH BRANCH TRAIL,0,NORTH BRANCH TRAIL,0,0,0,0,14,ALBANY PARK,53542230.8191,39339.0164387,779.658489662278
1900,0.146424861995,,BIKE LANE,1970,N DAMEN AVE,135,W,AVE,N WOLCOTT AVE,1901,BRYN MAWR AVE,1971,BRYN MAWR,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,235.645782548055
5517,0.0894552531407,,BIKE LANE,5601,N BOWMANVILLE AVE,136,N,AVE,W BRYN MAWR AVE,5524,DAMEN AVE,5600,DAMEN,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,143.962959690574
0,0.518457486186,,OFF-STREET TRAIL,0,W 91ST ST,137,S,TRAIL,W 95TH ST,0,MAJOR TAYLOR TRAIL,0,MAJOR TAYLOR TRAIL,0,0,0,0,72,BEVERLY,88779363.9384,44591.4851009,482.654035244429
0,0.518457486186,,OFF-STREET TRAIL,0,W 91ST ST,137,S,TRAIL,W 95TH ST,0,MAJOR TAYLOR TRAIL,0,MAJOR TAYLOR TRAIL,0,0,0,0,73,WASHINGTON HEIGHTS,79635752.8769,42222.598163,351.713229066207
0,1.3510804188,,OFF-STREET TRAIL,0,81ST PL,138,S,TRAIL,S HERMITAGE AVE,0,MAJOR TAYLOR TRAIL,0,MAJOR TAYLOR TRAIL,0,0,0,0,70,ASHBURN,135460337.208,54818.1546317,1257.37384055385
0,1.3510804188,,OFF-STREET TRAIL,0,81ST PL,138,S,TRAIL,S HERMITAGE AVE,0,MAJOR TAYLOR TRAIL,0,MAJOR TAYLOR TRAIL,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,322.74844560755
0,1.3510804188,,OFF-STREET TRAIL,0,81ST PL,138,S,TRAIL,S HERMITAGE AVE,0,MAJOR TAYLOR TRAIL,0,MAJOR TAYLOR TRAIL,0,0,0,0,72,BEVERLY,88779363.9384,44591.4851009,594.209049533228
335,0.308130578635,,SHARED-LANE,201,N ORLEANS ST,652,W,ST,N CLARK ST,334,OAK ST,200,OAK,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,495.880959754739
0,0.945886005785,,OFF-STREET TRAIL,0,N LAKEFRONT TRAIL,142,E,,N STATE ST,0,CHICAGO RIVERWALK,0,CHICAGO RIVERWALK,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,1522.23150195188
0,6.21852080108,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),143,N,TRAIL,W ARDMORE AVE,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,853.283943049032
0,6.21852080108,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),143,N,TRAIL,W ARDMORE AVE,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,2926.14808642607
0,6.21852080108,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),143,N,TRAIL,W ARDMORE AVE,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,930.379701063034
0,6.21852080108,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),143,N,TRAIL,W ARDMORE AVE,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,2813.69152211614
0,6.21852080108,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),143,N,TRAIL,W ARDMORE AVE,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,2468.85841873139
0,0.0625345722449,,ACCESS PATH,0,LINCOLN PARK,144,W,,N LAKEFRONT TRAIL,0,LINCOLN PARK ACCESS (UNDERPASS),0,LINCOLN PARK ACCESS (UNDERPASS),0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,100.638216742207
0,0.0886109265106,,ACCESS PATH,0,E 31ST DR,145,E,,S LAKEFRONT TRAIL,0,31ST DR ACCESS (STREET LEVEL),0,31ST DR ACCESS (STREET LEVEL),0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,142.602932356268
0,0.44315716757,,ACCESS PATH,0,S MICHIGAN AVE,146,E,,S LAKEFRONT TRAIL,0,MUSEUM CAMPUS ACCESS (UNDERPASS),0,MUSEUM CAMPUS ACCESS (UNDERPASS),0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,46.1913148651557
0,0.44315716757,,ACCESS PATH,0,S MICHIGAN AVE,146,E,,S LAKEFRONT TRAIL,0,MUSEUM CAMPUS ACCESS (UNDERPASS),0,MUSEUM CAMPUS ACCESS (UNDERPASS),0,0,0,0,32,LOOP,46335565.4586,39428.6729962,666.989504506397
0,0.549012468158,,ACCESS PATH,0,S DR MARTIN LUTHER KING JR DR,147,E,,S LAKEFRONT TRAIL,0,MCCORMICK PLACE ACCESS (THROUGH BUILDING),0,MCCORMICK PLACE ACCESS (THROUGH BUILDING),0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,883.534994842108
0,8.551497678,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),148,S,TRAIL,S SOUTH SHORE DR,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,1671.18483276758
0,8.551497678,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),148,S,TRAIL,S SOUTH SHORE DR,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,36,OAKLAND,16913961.0408,19565.5061533,1967.60393342672
0,8.551497678,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),148,S,TRAIL,S SOUTH SHORE DR,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,39,KENWOOD,29071741.9283,23325.1679062,1962.86051981477
0,8.551497678,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),148,S,TRAIL,S SOUTH SHORE DR,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,1961.26716369249
0,8.551497678,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),148,S,TRAIL,S SOUTH SHORE DR,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,42,WOODLAWN,57815179.512,46936.9592443,2001.18361493127
0,8.551497678,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),148,S,TRAIL,S SOUTH SHORE DR,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,3007.1436636352
0,8.551497678,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),148,S,TRAIL,S SOUTH SHORE DR,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,37.8191670327597
0,8.551497678,,OFF-STREET TRAIL,0,E MADISON ST (EXTENDED),148,S,TRAIL,S SOUTH SHORE DR,0,LAKEFRONT TRAIL,0,LAKEFRONT TRAIL,0,0,0,0,43,SOUTH SHORE,81812716.3958,44249.6461173,1118.45350951054
1600,0.517244960874,,BIKE LANE,1200,N CLARK ST,149,W,AVE,N SHERIDAN RD,1601,DEVON AVE,1201,DEVON,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,832.416200831975
7434,0.0899083803287,,SHARED-LANE,7477,W FARGO AVE,150,N,AVE,N ROGERS AVE,7433,ASHLAND BLVD,7476,ASHLAND,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,144.692052369471
1601,0.185855556979,,SHARED-LANE,1667,S LAKE PARK AVE,151,E,ST,S HYDE PARK BLVD,1600,55TH ST,1666,55TH,0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,299.099395217003
801,0.766201991997,,PROTECTED BIKE LANE,1391,S COTTAGE GROVE AVE,152,E,ST,S DORCHESTER AVE,800,55TH ST,1390,55TH,0,0,0,0,40,WASHINGTON PARK,42373881.4842,28175.3160866,0.328354965739896
801,0.766201991997,,PROTECTED BIKE LANE,1391,S COTTAGE GROVE AVE,152,E,ST,S DORCHESTER AVE,800,55TH ST,1390,55TH,0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,1232.73097460539
9138,0.670522750123,,BIKE LANE,8700,S EWING AVE,153,S,DR,E 87TH AVE,9137,LAKE SHORE DR,8701,LAKE SHORE,0,0,0,0,46,SOUTH CHICAGO,93272185.0092,52435.9794313,1079.07316640419
5060,1.44027502309,N,BUFFERED BIKE LANE,3940,E HYDE PARK BLVD,154,S,BLVD,E OAKWOOD BLVD,5059,DREXEL BLVD,3941,DREXEL,0,0,0,0,36,OAKLAND,16913961.0408,19565.5061533,700.495140237108
5060,1.44027502309,N,BUFFERED BIKE LANE,3940,E HYDE PARK BLVD,154,S,BLVD,E OAKWOOD BLVD,5059,DREXEL BLVD,3941,DREXEL,0,0,0,0,39,KENWOOD,29071741.9283,23325.1679062,1617.36073646547
744,0.246186247958,,BIKE LANE,600,S HALSTED ST,155,W,ST,S JEFFERSON ST,745,18TH ST,601,18TH,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,396.193101337373
3426,0.204297041322,,BUFFERED BIKE LANE,3300,N TRUMBULL AVE,156,W,BLVD,W GRAND AVE,3425,AUGUSTA BLVD,3301,AUGUSTA,0,0,0,0,23,HUMBOLDT PARK,100480876.502,48583.0643299,328.78229863817
301,0.171747013343,W,BIKE LANE,400,N COLUMBUS DR,157,E,ST,N FIELD BLVD,300,RANDOLPH ST,399,RANDOLPH,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,276.39553224511
1,0.0819740192835,,BIKE LANE,33,S STATE ST,158,E,RD,S WABASH AVE,2,ROOSEVELT RD,34,ROOSEVELT,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,131.922370642161
299,0.251576777052,,BUFFERED BIKE LANE,1,W JACKSON BLVD,159,S,BLVD,W MADISON AVE,298,CENTRAL PARK BLVD,2,CENTRAL PARK,0,0,0,0,27,EAST GARFIELD PARK,53883220.8462,31514.6259565,404.871423856121
1238,0.163665696161,,BIKE LANE,1200,W MAXWELL ST,160,S,ST,W ROOSEVELT RD,1239,HALSTED ST,1201,HALSTED,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,263.390994588572
2400,0.508038176885,,BUFFERED BIKE LANE,2800,N WESTERN AVE,161,W,ST,N CALIFORNIA AVE,2401,DIVISION ST,2801,DIVISION,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,817.60177611559
0,0.157006384593,,ACCESS PATH,0,E OAKWOOD BLVD,162,E,,S LAKEFRONT TRAIL,0,OAKWOOD BLVD ACCESS (STREET LEVEL),0,OAKWOOD BLVD ACCESS (STREET LEVEL),0,0,0,0,36,OAKLAND,16913961.0408,19565.5061533,252.672539019876
